area,year,pop,15_64,in_mig,out_mig,inc,emp,jun_high,sen_high,jun_col,sen_col,lf_tot,lf_m,lf_f,unemp,prim_emp,sec_emp,ter_emp
20402,2010,"13,676","7,835",369,373,"13,868,920",***,"2,796","5,907","1,341",900,"7,749","4,307","3,442",339,"1,807","2,239","3,339"
20403,2010,"13,216","7,470",439,394,"14,044,720",***,"2,319","5,589","1,459","1,116","7,372","4,049","3,323",253,"1,257","2,138","3,700"
20404,2010,"5,455","2,696",158,158,"4,291,548",***,"1,856","1,870",467,289,"2,534","1,428","1,106",82,413,707,"1,327"
20407,2010,"7,036","3,885",217,252,"6,518,537",***,"1,978","2,537",610,408,"3,819","2,092","1,727",156,509,"1,012","2,081"
20409,2010,563,280,40,33,"448,880",***,185,186,54,50,256,158,98,31,27,45,152
20410,2010,"1,129",521,31,38,"1,032,929",***,402,443,86,74,568,331,237,14,98,168,287
20411,2010,"4,200","2,299",110,146,"3,850,158",***,922,"1,656",437,258,"2,295","1,317",978,105,531,660,996
20412,2010,656,293,30,46,"454,557",***,243,225,44,43,352,193,159,5,112,45,189
20413,2010,"1,657",659,57,66,"1,337,397",***,787,514,112,90,726,420,306,19,94,224,387
20414,2010,"1,910",970,66,69,"1,593,750",***,620,662,159,108,929,528,401,52,147,263,461
20415,2010,"6,692","3,671",143,163,"6,499,311",***,"1,661","2,667",648,419,"3,756","2,128","1,628",160,686,"1,096","1,780"
20416,2010,"6,819","3,796",155,176,"6,664,694",***,"1,661","2,846",637,406,"3,918","2,170","1,748",135,844,"1,283","1,650"
20417,2010,"1,160",467,41,44,"745,505",***,521,355,61,84,550,328,222,31,148,90,276
20422,2010,"5,245","2,775",150,231,"5,529,903",***,"1,453","2,181",480,317,"2,595","1,535","1,060",101,193,776,"1,517"
20423,2010,"4,810","2,500",115,181,"4,927,008",***,"1,371","1,946",441,312,"2,404","1,390","1,014",82,145,856,"1,314"
20425,2010,"3,134","1,699",93,101,"3,260,661",***,"1,014","1,173",301,176,"1,608",910,698,66,131,525,882
20429,2010,965,523,37,51,"872,348",***,252,325,117,118,504,284,220,19,56,76,352
20430,2010,"4,145","2,143",98,133,"4,523,428",***,"1,185","1,706",344,269,"2,021","1,169",852,81,162,836,942
20432,2010,"12,743","6,862",443,456,"14,077,038",***,"3,500","4,969","1,245","1,024","6,699","3,878","2,821",346,550,"1,440","4,352"
20446,2010,"2,970","1,467",75,71,"2,757,202",***,782,"1,293",275,184,"1,513",856,657,61,288,357,806
20448,2010,"1,953",989,54,66,"1,778,736",***,535,880,169,112,965,579,386,61,144,296,462
20450,2010,"8,425","5,225",283,242,"9,611,881",***,"1,064","3,173",941,643,"4,851","2,752","2,099",170,893,"1,245","2,373"
20451,2010,"4,741","2,818",104,118,"5,048,343",***,668,"2,152",544,391,"2,691","1,497","1,194",122,572,705,"1,265"
20452,2010,"5,172","2,733",103,174,"4,909,386",***,"1,257","2,372",496,334,"2,822","1,626","1,196",151,579,685,"1,407"
20481,2010,"10,329","5,911",294,272,"11,314,843",***,"1,690","4,685","1,233",983,"5,278","3,023","2,255",316,457,"1,508","2,988"
20482,2010,"10,093","5,982",337,281,"10,578,125",***,"1,466","4,700","1,122",870,"5,414","3,091","2,323",340,583,"1,646","2,834"
20485,2010,"9,205","5,900",374,411,"8,224,465",***,"1,037","3,777","1,301","1,379","5,287","3,066","2,221",433,311,724,"3,810"
20486,2010,"3,221","1,722",84,142,"2,608,960",***,859,"1,227",359,299,"1,790","1,074",716,45,252,322,"1,169"
20521,2010,"15,730","9,150",405,448,"17,605,485",***,"2,309","6,808","2,019","1,686","8,123","4,733","3,390",478,626,"3,425","3,562"
20541,2010,"11,072","6,454",338,282,"12,158,497",***,"1,630","4,350","1,438","1,159","6,505","3,537","2,968",247,"1,488","1,593","3,106"
20543,2010,"7,563","4,574",155,212,"7,494,823",***,"1,823","2,973",734,549,"4,317","2,425","1,892",191,812,"1,318","1,981"
20561,2010,"13,678","7,589",295,455,"11,860,936",***,"3,612","5,479","1,363","1,020","7,984","4,349","3,635",397,"1,883","1,304","4,326"
20562,2010,"4,939","2,733",114,162,"4,501,846",***,"1,023","2,111",562,375,"2,680","1,516","1,164",127,659,576,"1,304"
20563,2010,"3,853","2,172",97,111,"2,760,423",***,"1,061","1,480",402,275,"2,123","1,205",918,64,321,353,"1,383"
20583,2010,"9,238","5,155",252,259,"9,082,091",***,"2,185","4,001",930,703,"4,888","2,780","2,108",222,626,"1,259","2,740"
20588,2010,"3,041","1,465",72,84,"2,506,365",***,847,"1,340",236,185,"1,485",852,633,63,253,414,752
20590,2010,"11,865","6,915",249,323,"13,032,358",***,"2,477","5,165","1,277",940,"7,067","3,899","3,168",280,"1,717","1,549","3,478"
20602,2010,"2,215",999,55,44,"1,647,618",***,"1,020",677,166,89,"1,162",681,481,34,389,192,540
21201,2010,"413,136","255,692","11,560","11,835","576,082,649",***,"60,774","136,873","42,392","62,214","213,199","120,136","93,063","12,552","3,422","47,682","140,110"
21202,2010,"161,160","100,910","4,694","4,481","215,998,028",***,"24,957","57,724","15,682","23,016","82,985","48,029","34,956","5,519","1,135","25,228","47,735"
21203,2010,"92,747","54,341","2,082","2,331","107,898,367",***,"22,203","35,166","8,633","8,067","51,362","27,925","23,437","1,895","5,419","11,130","32,328"
21204,2010,"112,595","71,198","2,980","3,262","157,113,601",***,"17,745","39,868","12,722","15,575","58,599","33,383","25,216","3,064",274,"17,038","36,977"
21205,2010,"91,418","57,579","2,492","2,624","108,307,918",***,"19,017","33,769","8,798","8,805","48,704","27,820","20,884","2,754",991,"19,761","24,340"
21206,2010,"80,910","47,053","1,612","1,900","98,131,327",***,"16,577","34,103","6,472","6,168","40,620","23,328","17,292","1,866","1,948","15,347","20,210"
21207,2010,"22,629","13,789",519,661,"26,131,349",***,"5,675","8,491","2,022","2,133","12,216","6,864","5,352",724,199,"5,465","5,507"
21208,2010,"40,387","24,554","1,040","1,423","48,654,411",***,"7,452","14,310","4,148","4,646","20,397","11,480","8,917","1,258",424,"5,946","12,313"
21209,2010,"67,197","42,600","1,794","1,904","84,424,063",***,"12,564","23,672","6,259","7,365","35,041","20,182","14,859","2,098",671,"10,792","19,824"
21210,2010,"53,718","31,020","1,223","1,286","62,118,984",***,"11,450","22,327","4,733","4,562","27,866","15,857","12,009","1,338","1,500","9,561","15,055"
21211,2010,"54,729","35,257","2,106","1,735","65,371,278",***,"9,175","20,632","5,264","5,706","29,181","16,816","12,365","1,647",889,"10,961","14,545"
21212,2010,"60,475","36,495","1,397","1,538","69,974,949",***,"12,371","22,804","5,961","6,127","31,948","17,852","14,096","1,732",198,"11,057","18,076"
21213,2010,"145,604","92,027","4,622","4,510","199,378,961",***,"19,566","50,225","15,139","19,745","75,255","44,218","31,037","3,799",963,"23,057","43,274"
21214,2010,"97,436","63,414","3,008","3,158","136,638,472",***,"14,039","34,963","10,021","12,526","49,623","28,827","20,796","2,611",657,"16,907","27,775"
21215,2010,"29,629","18,230",571,774,"33,295,191",***,"6,695","10,696","2,280","2,332","15,706","8,834","6,872",813,444,"5,755","7,793"
21216,2010,"51,950","34,630","2,221","2,129","67,452,579",***,"6,475","18,252","5,563","7,463","27,210","15,955","11,255","1,867",637,"7,611","16,153"
21217,2010,"26,732","14,471",458,650,"30,200,284",***,"7,576","10,695","2,207","1,824","13,844","7,885","5,959",539,"1,259","4,412","7,607"
21218,2010,"35,047","21,662","1,118","1,126","43,052,187",***,"6,259","13,373","3,344","3,945","18,126","10,396","7,730",972,"1,346","5,327","10,013"
21219,2010,"44,491","24,354",730,900,"47,090,209",***,"13,376","15,718","4,121","2,819","22,450","12,814","9,636",899,"1,440","7,267","12,621"
21220,2010,"36,314","19,733",711,908,"38,875,038",***,"10,506","14,405","2,818","2,281","18,362","10,235","8,127",781,827,"5,263","11,442"
21221,2010,"37,941","24,175",788,"1,032","46,389,087",***,"7,670","15,710","3,431","3,625","20,912","11,918","8,994","1,204","1,413","6,995","10,577"
21302,2010,"23,804","15,653","1,219","1,214","32,484,867",***,"3,707","8,930","2,312","3,018","13,245","7,695","5,550",922,248,"3,679","7,962"
21303,2010,"22,809","13,991",862,866,"28,290,760",***,"4,037","8,107","2,362","2,919","11,494","6,531","4,963",794,84,"3,169","7,223"
21341,2010,"31,332","19,623",623,801,"37,321,155",***,"6,907","12,711","2,541","2,997","16,535","9,632","6,903","1,292",549,"5,951","8,689"
21361,2010,"28,505","17,554",700,708,"34,846,379",***,"5,113","10,284","2,812","3,328","14,504","8,367","6,137",809,260,"5,682","7,422"
21362,2010,"8,096","4,757",114,221,"10,196,916",***,"1,908","3,193",774,822,"4,169","2,410","1,759",229,154,"1,612","2,148"
21381,2010,"20,065","12,491",548,655,"25,449,043",***,"3,656","7,873","1,961","2,301","10,418","6,052","4,366",711,396,"3,703","5,436"
21382,2010,"10,028","6,414",289,321,"11,539,111",***,"1,817","3,752",925,976,"5,394","3,123","2,271",314,162,"1,977","2,747"
21383,2010,"15,271","9,642",464,476,"18,523,966",***,"2,645","5,783","1,447","1,855","8,164","4,932","3,232",566,263,"3,072","4,223"
21401,2010,"23,784","13,824",457,648,"27,837,707",***,"5,841","8,736","2,074","2,405","11,853","6,820","5,033",664,587,"4,090","6,219"
21403,2010,"23,859","14,908",636,634,"27,862,672",***,"4,055","8,822","2,170","2,372","12,515","7,118","5,397",638,769,"3,985","6,728"
21404,2010,"24,980","15,357",643,606,"29,712,056",***,"4,434","9,250","2,487","2,848","12,763","7,321","5,442",768,428,"4,818","6,583"
21421,2010,"18,395","11,983",882,976,"23,032,029",***,"2,820","6,983","2,007","2,347","9,843","5,530","4,313",792,123,"2,562","6,354"
21501,2010,"8,361","5,631",366,364,"9,674,682",***,"1,396","3,443",775,743,"4,647","2,847","1,800",273,143,"1,906","2,157"
21502,2010,"5,516","3,433",185,159,"6,062,874",***,"1,203","2,240",491,500,"3,091","1,713","1,378",167,161,"1,249","1,471"
21503,2010,"10,593","6,327",321,330,"12,282,771",***,"2,262","3,948",944,875,"5,527","3,121","2,406",236,139,"2,146","2,879"
21504,2010,"4,484","2,388",95,135,"4,593,372",***,"1,491","1,779",287,238,"2,075","1,195",880,154,85,807,"1,002"
21505,2010,"12,045","6,736",257,326,"13,550,525",***,"3,587","4,478","1,049",901,"6,020","3,442","2,578",302,182,"2,444","3,064"
21506,2010,"9,530","4,851",202,297,"9,095,711",***,"3,937","3,078",668,397,"4,666","2,636","2,030",154,392,"2,070","2,045"
21507,2010,"2,514","1,212",52,78,"2,298,103",***,"1,021",876,180,93,"1,368",778,590,51,231,506,576
21521,2010,"18,824","11,893",602,653,"22,644,080",***,"3,698","7,420","1,621","1,595","9,995","5,785","4,210",537,174,"3,732","5,204"
21604,2010,"1,733",948,54,50,"2,499,094",***,565,533,144,144,"1,040",569,471,11,28,223,777
22100,2010,"716,197","444,745","24,251","24,526","1,055,574,109",***,"116,509","250,449","74,375","97,167","378,629","215,235","163,394","20,713","9,833","91,303","241,958"
22130,2010,"800,866","499,213","32,382","33,053","1,149,526,568",***,"131,645","272,209","86,520","102,974","425,434","248,644","176,790","25,861","16,679","137,287","236,259"
22203,2010,"202,304","126,489","6,784","7,490","303,747,934",***,"30,389","80,999","21,675","27,694","108,188","63,460","44,728","7,701","2,818","30,943","64,589"
22205,2010,"39,611","21,103","1,897","1,817","52,691,475",***,"7,364","17,329","4,013","4,955","19,769","10,642","9,127","1,722",286,"2,159","15,102"
22206,2010,"111,838","71,046","4,342","4,455","172,882,402",***,"12,853","40,320","12,871","18,667","58,553","34,442","24,111","3,751","1,230","15,173","37,181"
22207,2010,"132,001","82,933","3,453","3,438","181,046,362",***,"22,358","49,720","12,432","13,974","70,258","40,825","29,433","4,039","2,109","27,755","33,988"
22208,2010,"71,437","39,255","2,276","2,131","82,554,317",***,"12,573","29,956","7,101","7,918","34,632","18,964","15,668","2,355",810,"4,312","26,207"
22209,2010,"100,276","60,879","2,168","2,416","132,379,350",***,"20,009","38,773","9,306","9,793","55,200","31,212","23,988","2,978","3,841","19,151","28,252"
22210,2010,"254,027","160,844","6,155","6,150","373,242,444",***,"38,052","99,487","25,937","30,934","133,704","78,951","54,753","7,892","2,634","49,318","70,155"
22211,2010,"168,625","106,079","4,320","4,623","231,653,461",***,"29,933","61,392","17,005","20,682","91,664","54,002","37,662","5,214","4,136","35,343","45,129"
22212,2010,"143,249","89,377","3,918","3,836","198,409,923",***,"26,682","57,058","13,381","14,871","77,721","44,528","33,193","4,849","2,238","26,824","42,198"
22213,2010,"116,363","73,464","3,552","3,631","162,120,802",***,"21,657","45,505","11,664","13,610","64,644","37,484","27,160","3,686","4,654","24,856","30,901"
22214,2010,"142,151","88,090","4,432","4,228","200,070,290",***,"22,508","53,685","14,927","18,330","75,981","43,425","32,556","3,760","3,008","23,676","44,128"
22215,2010,"89,030","57,916","3,877","3,847","132,785,056",***,"11,699","34,918","8,797","10,162","51,120","30,973","20,147","2,455","1,175","13,891","31,163"
22216,2010,"84,846","55,091","2,825","2,774","113,283,507",***,"14,955","32,154","8,446","9,240","46,723","27,599","19,124","2,402","2,178","18,069","22,867"
22219,2010,"25,013","14,066",852,998,"26,906,313",***,"5,817","10,022","2,608","2,554","12,765","7,230","5,535",902,566,"1,519","9,630"
22220,2010,"54,546","35,258","2,295","2,554","82,779,453",***,"6,521","22,063","6,047","7,869","29,485","18,424","11,061","1,830",542,"10,456","16,369"
22221,2010,"60,107","38,431","1,712","1,836","84,940,380",***,"9,850","21,411","5,858","6,215","33,306","19,976","13,330","1,512","1,575","14,966","14,131"
22222,2010,"34,202","19,765","1,060","1,386","39,665,767",***,"7,358","14,346","3,675","3,290","18,071","9,965","8,106",992,"1,129","3,928","11,848"
22223,2010,"34,700","21,810","1,015","1,174","45,480,353",***,"7,796","13,852","3,064","2,633","19,889","11,692","8,197",974,"1,928","7,295","9,294"
22224,2010,"47,041","29,800","1,250","1,452","59,112,746",***,"8,645","18,477","4,435","4,733","26,853","15,432","11,421","1,168","2,796","10,775","11,593"
22225,2010,"49,269","29,950","1,758","1,816","64,400,275",***,"8,622","19,792","5,552","5,646","26,347","14,715","11,632","1,778","1,361","6,347","16,562"
22226,2010,"49,019","30,339","1,220","1,450","59,902,712",***,"10,921","19,108","4,146","4,128","28,539","16,026","12,513","1,227","3,810","10,884","12,189"
22301,2010,"14,064","7,839",542,544,"13,878,097",***,"3,001","6,305","1,450","1,315","7,442","4,056","3,386",481,595,849,"5,503"
22302,2010,"7,998","4,341",228,244,"7,842,200",***,"2,014","3,245",788,708,"4,136","2,367","1,769",209,517,535,"2,862"
22304,2010,"9,516","4,952",303,332,"8,311,413",***,"2,789","3,536",867,783,"4,624","2,601","2,023",294,499,560,"3,204"
22305,2010,"7,653","3,971",221,244,"7,264,315",***,"2,348","2,883",718,629,"3,797","2,116","1,681",219,256,626,"2,691"
22306,2010,"9,469","4,748",208,270,"9,186,493",***,"3,834","3,078",841,574,"4,535","2,473","2,062",255,249,919,"3,102"
22325,2010,"38,571","23,929","1,394","1,469","51,075,268",***,"6,001","16,199","4,380","4,615","19,961","11,550","8,411","1,407",705,"5,294","12,404"
22341,2010,"32,302","20,445","1,385","1,515","46,592,191",***,"3,942","12,772","3,826","4,246","17,227","10,033","7,194","1,155",191,"5,084","10,536"
22342,2010,"40,763","26,216","2,479","2,296","66,595,272",***,"4,719","14,615","4,702","7,110","21,659","13,048","8,611","1,336",455,"7,261","12,495"
22344,2010,"20,629","13,170","1,016","1,257","29,691,651",***,"3,207","9,089","1,982","2,441","11,621","7,386","4,235",548,432,"2,780","7,833"
22424,2010,"29,815","18,779","1,008","1,048","39,689,227",***,"5,959","10,939","2,639","2,844","16,855","9,647","7,208",760,621,"7,642","7,499"
22429,2010,"8,074","3,969",138,236,"8,234,296",***,"3,149","2,869",603,457,"4,171","2,413","1,758",120,631,"1,353","2,065"
22461,2010,"19,435","11,613",434,508,"23,979,348",***,"4,513","8,067","1,836","1,606","10,765","6,232","4,533",529,991,"4,047","5,156"
23100,2010,"2,263,894","1,463,977","127,481","127,737","3,843,916,496",***,"239,359","584,091","238,669","392,223","1,154,741","675,306","479,435","67,545","2,568","242,070","752,501"
23201,2010,"376,665","241,743","8,577","8,849","532,546,162",***,"50,711","122,420","36,379","45,095","200,757","116,974","83,783","9,742","10,278","62,282","104,132"
23202,2010,"372,357","246,809","10,222","11,044","592,618,790",***,"52,892","118,907","37,501","54,000","196,958","118,347","78,611","10,131","2,972","71,978","104,696"
23203,2010,"378,566","236,659","9,600","9,291","500,878,537",***,"53,881","113,234","37,156","47,610","194,030","111,962","82,068","10,319","2,091","53,877","115,664"
23204,2010,"132,224","82,919","3,502","3,449","184,812,460",***,"17,922","35,722","13,784","17,959","66,278","38,165","28,113","3,317",405,"20,258","37,998"
23205,2010,"118,828","77,111","3,667","3,873","179,677,314",***,"19,506","37,458","11,745","15,931","61,610","36,294","25,316","3,213",794,"20,766","34,342"
23206,2010,"305,569","196,130","10,544","10,914","459,791,211",***,"34,241","87,409","33,439","48,559","156,207","93,011","63,196","7,976",945,"42,223","95,032"
23207,2010,"181,928","115,543","4,666","4,725","247,419,027",***,"29,450","66,101","18,624","22,058","98,600","57,213","41,387","5,057","5,531","34,593","50,262"
23208,2010,"65,258","40,322","2,069","2,312","87,174,204",***,"10,831","22,683","6,395","8,017","33,148","19,179","13,969","1,926",591,"9,021","19,962"
23209,2010,"72,018","46,299","1,765","1,836","107,632,915",***,"15,526","24,686","6,156","7,172","39,941","23,759","16,182","1,448","1,671","18,124","17,350"
23210,2010,"145,781","99,517","6,372","6,962","249,048,471",***,"17,858","43,353","14,708","24,332","79,916","50,747","29,169","3,043",966,"34,858","36,460"
23211,2010,"421,487","285,530","11,426","12,347","713,924,484",***,"55,884","140,025","38,782","51,780","226,499","141,931","84,568","9,134","4,355","96,761","101,654"
23212,2010,"178,691","119,012","6,715","6,338","289,469,234",***,"21,870","50,696","18,152","25,517","95,618","58,227","37,391","3,652","2,397","37,657","45,532"
23213,2010,"165,298","105,941",-,-,"248,532,057",***,"36,024","58,214","15,619","17,733","91,329","54,048","37,281","4,523","5,378","37,790","41,543"
23214,2010,"82,249","50,781","1,597","1,869","109,898,446",***,"17,485","26,718","8,059","9,715","44,171","25,015","19,156","2,213","1,961","16,196","22,712"
23215,2010,"75,198","46,673","2,359","2,282","103,257,101",***,"9,771","21,981","7,985","11,065","37,851","22,497","15,354","1,843",536,"12,541","21,057"
23216,2010,"54,858","33,962","2,100","1,728","73,254,631",***,"8,832","16,107","5,816","6,921","28,904","16,623","12,281","1,103","1,005","8,614","16,569"
23217,2010,"99,730","62,694","2,886","2,982","136,289,103",***,"14,209","29,771","10,388","13,455","50,982","29,419","21,563","2,724",440,"15,633","29,307"
23219,2010,"147,132","97,024","5,600","5,576","225,279,295",***,"19,979","49,631","15,184","20,151","77,046","46,405","30,641","4,883",779,"24,904","41,953"
23220,2010,"136,442","87,803","4,461","4,235","192,141,412",***,"18,387","41,412","14,528","19,892","73,092","42,562","30,530","3,594","3,337","20,355","41,063"
23221,2010,"49,864","29,531","1,101","1,194","63,833,200",***,"10,871","20,061","4,734","4,839","27,034","15,617","11,417","1,218","2,217","10,196","13,067"
23222,2010,"107,690","70,407","4,619","4,278","165,602,904",***,"17,616","39,280","10,808","12,882","58,529","36,772","21,757","3,277","1,365","20,980","30,923"
23223,2010,"85,249","56,275","3,945","3,501","140,565,534",***,"10,184","24,565","9,423","14,658","46,176","28,366","17,810","1,842",817,"17,654","23,689"
23224,2010,"84,768","54,431","2,695","2,900","128,195,755",***,"11,105","26,553","9,008","11,070","44,291","26,542","17,749","1,888",874,"14,414","24,875"
23225,2010,"68,398","46,184","3,401","3,555","110,458,851",***,"8,010","19,938","6,677","10,642","36,804","23,006","13,798","1,768",268,"14,498","17,308"
23226,2010,"81,140","51,781","2,955","3,208","129,362,441",***,"7,446","21,775","9,817","14,562","40,827","23,925","16,902","1,898",178,"9,654","26,448"
23227,2010,"44,027","28,670","1,837","1,510","63,621,467",***,"8,370","14,793","3,650","4,118","23,482","14,329","9,153","1,068",283,"11,013","9,953"
23228,2010,"47,340","31,059","2,024","2,283","68,932,568",***,"6,583","15,256","5,109","7,676","25,237","14,859","10,378","1,446",268,"6,846","15,486"
23229,2010,"69,745","45,222","2,524","2,517","105,648,460",***,"8,869","20,346","7,410","9,987","35,687","21,154","14,533","1,574",322,"12,222","19,187"
23230,2010,"84,237","55,223","4,318","3,816","150,493,195",***,"5,330","18,072","10,575","18,613","42,612","25,510","17,102","1,532",341,"10,617","27,080"
23231,2010,"64,119","41,005","1,311","1,644","90,842,890",***,"9,657","24,813","5,796","4,779","39,785","22,693","17,092","1,046","10,935","10,058","14,830"
23232,2010,"64,978","39,771","1,744","1,654","84,985,921",***,"12,322","23,950","6,489","7,756","34,296","19,622","14,674","1,919","2,864","9,580","19,473"
23233,2010,"65,757","42,792","2,935","2,934","95,527,165",***,"8,848","19,378","7,239","10,217","35,086","20,712","14,374","1,837",485,"9,381","21,084"
23234,2010,"81,571","52,154","3,395","3,392","117,741,772",***,"11,249","24,891","8,590","11,505","43,848","25,804","18,044","2,354",518,"12,339","26,144"
23235,2010,"43,272","27,479","1,468","1,571","63,127,851",***,"5,906","12,544","4,400","5,280","22,838","13,245","9,593",980,"1,020","5,790","13,390"
23236,2010,"60,098","40,431","2,579","2,594","100,033,780",***,"6,981","14,694","6,093","9,790","29,750","18,386","11,364",944,510,"11,475","14,637"
23237,2010,"86,714","54,728","3,132","3,121","114,119,868",***,"12,512","26,185","8,489","10,107","45,110","26,488","18,622","2,280",743,"13,732","25,426"
23238,2010,"52,022","35,840",-,-,"90,306,385",***,"2,813","10,415","6,571","12,341","27,136","16,079","11,057","1,039",206,"5,347","19,017"
23302,2010,"41,851","27,055","1,902","1,720","66,114,913",***,"4,591","13,181","5,079","7,482","21,748","13,071","8,677","1,028",257,"7,567","12,161"
23342,2010,"14,405","9,314",625,804,"19,914,285",***,"2,918","4,551","1,470","1,625","8,059","4,777","3,282",445,64,"2,324","4,870"
23361,2010,"22,446","14,242",851,895,"32,608,393",***,"3,820","7,443","2,449","3,150","11,662","7,044","4,618",623,212,"4,550","6,011"
23362,2010,"33,558","20,916","1,328","1,285","46,829,403",***,"4,925","11,254","4,046","5,367","17,083","10,150","6,933",927,241,"5,555","9,951"
23424,2010,"29,891","19,543","1,286","1,435","39,932,727",***,"3,936","8,930","2,953","3,104","15,934","9,673","6,261",881,216,"4,610","9,144"
23425,2010,"36,688","23,904","1,390","1,578","55,372,574",***,"5,255","11,212","3,970","5,176","19,533","11,403","8,130","1,138",185,"4,979","12,202"
23427,2010,"4,525","2,777",162,118,"7,005,592",***,"1,104","1,537",477,536,"2,577","1,490","1,087",55,328,746,"1,434"
23441,2010,"25,466","15,972","1,284",731,"37,069,636",***,"4,348","8,218","2,583","3,458","13,113","7,701","5,412",563,388,"4,347","7,219"
23442,2010,"49,800","32,177","1,740","1,680","73,764,399",***,"7,274","15,310","5,039","6,763","25,511","15,315","10,196","1,176",536,"9,673","12,815"
23445,2010,"20,549","12,244",404,545,"22,432,638",***,"7,252","6,625","1,316","1,255","11,206","6,403","4,803",398,"2,014","2,629","5,966"
23446,2010,"25,178","16,344",699,780,"31,273,224",***,"4,985","8,634","2,262","2,350","12,867","7,152","5,715",575,925,"3,595","7,556"
23447,2010,"42,408","27,323","1,410","1,310","60,345,037",***,"7,181","14,413","3,898","4,624","22,264","13,575","8,689","1,200",315,"8,531","11,594"
23501,2010,"37,930","25,199","1,658","1,348","55,059,974",***,"5,657","12,144","3,653","4,216","20,569","12,089","8,480",808,804,"8,506","9,223"
23561,2010,"5,769","2,749",133,175,"6,443,787",***,"1,700","2,285",503,490,"2,827","1,584","1,243",63,593,666,"1,489"
23562,2010,"3,757","1,660",88,116,"3,701,143",***,"1,188","1,594",287,262,"1,640",924,716,72,139,441,980
23563,2010,"1,336",594,57,60,"1,376,495",***,420,427,114,104,630,364,266,7,109,146,338
24201,2010,"285,746","175,473","8,511","8,836","399,129,708",***,"45,445","97,132","28,268","40,360","141,864","81,321","60,543","7,673","3,793","34,770","88,994"
24202,2010,"307,766","196,593","9,582","9,079","454,094,151",***,"39,901","95,973","26,513","40,010","159,844","94,263","65,581","6,993","2,210","49,691","89,474"
24203,2010,"130,271","78,666","3,196","3,452","163,490,649",***,"24,383","48,603","10,998","14,235","65,686","36,304","29,382","4,051","1,896","16,752","40,912"
24204,2010,"168,017","103,016","4,177","4,392","205,185,898",***,"29,708","57,926","14,689","17,885","85,776","48,658","37,118","4,630","3,244","24,679","49,110"
24205,2010,"140,290","88,084","4,313","4,289","209,858,683",***,"18,918","44,961","14,365","21,624","72,944","42,765","30,179","3,561","1,409","22,674","42,552"
24207,2010,"199,293","127,780","5,909","6,211","278,228,084",***,"26,099","63,509","16,376","20,693","101,205","59,643","41,562","4,809","2,866","33,317","53,041"
24208,2010,"80,284","51,424","2,159","2,435","106,067,299",***,"8,654","32,286","8,644","10,948","40,695","23,496","17,199","2,565",793,"12,156","23,745"
24209,2010,"20,033","10,645",560,691,"21,763,335",***,"6,795","6,668","1,582","1,532","9,369","5,352","4,017",469,591,"1,823","6,330"
24210,2010,"51,023","32,400","1,773","1,649","66,399,238",***,"6,685","17,211","4,193","5,594","26,378","15,767","10,611","1,117",704,"9,655","12,708"
24211,2010,"21,435","12,541",510,699,"20,922,854",***,"6,573","7,649","1,326","1,489","11,399","6,138","5,261",533,"1,325","1,814","7,100"
24212,2010,"19,662","10,301",580,714,"17,615,114",***,"6,416","6,729","1,619","1,550","8,595","4,852","3,743",580,685,"1,449","5,824"
24214,2010,"45,684","29,043","1,423","1,342","60,913,563",***,"9,514","18,682","3,622","4,015","24,898","14,946","9,952","1,089",553,"11,000","11,749"
24215,2010,"54,694","30,835",914,"1,315","52,315,423",***,"18,065","19,141","3,792","3,196","27,241","14,575","12,666","1,867","2,489","4,838","17,150"
24216,2010,"97,207","58,146","2,328","2,565","115,518,373",***,"14,081","34,624","7,608","9,739","49,856","28,694","21,162","2,246","2,432","17,159","24,235"
24303,2010,"6,855","4,466",212,188,"8,756,813",***,"1,736","2,814",555,444,"4,023","2,333","1,690",246,435,"1,289","2,008"
24324,2010,"25,661","16,946",738,744,"38,047,045",***,"3,823","10,634","2,547","3,005","13,627","7,990","5,637",616,141,"5,102","7,480"
24341,2010,"39,978","24,553","1,371","1,213","55,310,664",***,"6,763","14,305","3,197","3,909","20,177","11,721","8,456",724,424,"7,248","10,739"
24343,2010,"9,626","5,801",476,332,"14,450,900",***,987,"3,330","1,079","1,558","4,639","2,848","1,791",203,58,"1,615","2,592"
24344,2010,"14,003","9,035",762,720,"19,300,005",***,"1,962","5,157","1,411","1,684","7,433","4,488","2,945",400,72,"2,572","4,146"
24441,2010,"15,438","8,961",407,377,"17,452,483",***,"3,142","5,960","1,293","1,395","8,182","4,739","3,443",303,903,"2,596","4,173"
24442,2010,"22,833","13,829",632,597,"27,443,185",***,"4,592","9,405","1,953","2,049","11,648","6,488","5,160",636,722,"3,478","6,470"
24443,2010,"10,416","5,552",239,297,"10,628,198",***,"3,006","3,912",774,765,"4,918","2,756","2,162",267,386,"1,442","2,792"
24461,2010,"15,297","9,367",513,438,"18,035,015",***,"2,333","5,694","1,231","1,304","8,110","4,498","3,612",332,538,"2,650","4,249"
24470,2010,"8,692","5,160",181,208,"9,721,590",***,"2,396","3,384",633,601,"4,502","2,508","1,994",220,220,"1,598","2,435"
24471,2010,"9,846","4,947",222,259,"8,882,323",***,"3,915","3,395",628,572,"4,546","2,552","1,994",263,420,"1,373","2,486"
24472,2010,"14,791","7,101",274,402,"13,384,418",***,"6,764","4,506",915,651,"6,575","3,892","2,683",443,"1,317","1,268","3,507"
