area,year,pop,15_64,in_mig,out_mig,inc,emp,jun_high,sen_high,jun_col,sen_col,lf_tot,lf_m,lf_f,unemp,prim_emp,sec_emp,ter_emp
24543,2010,"18,611","9,779",396,480,"17,790,419",***,"6,213","6,425","1,319","1,198","8,789","5,124","3,665",562,845,"2,311","4,945"
24561,2010,"9,376","4,974",299,292,"8,427,195",***,"2,805","3,074",917,754,"4,634","2,524","2,110",195,"1,164",663,"2,603"
24562,2010,"11,896","6,857",364,397,"10,719,524",***,"3,092","4,462",977,634,"5,519","3,161","2,358",382,381,"1,364","3,253"
25201,2010,"337,634","216,319","11,774","10,150","489,998,116",***,"29,582","90,347","38,456","60,586","162,827","93,916","68,911","8,254","1,812","34,680","107,204"
25202,2010,"112,156","71,225","3,944","3,745","146,695,561",***,"12,244","33,954","12,145","14,494","56,059","32,728","23,331","2,661","1,018","18,050","31,350"
25203,2010,"124,131","74,715","2,758","2,910","149,580,866",***,"24,336","41,368","13,126","13,448","62,090","35,998","26,092","3,144","2,056","22,065","31,936"
25204,2010,"81,738","52,044","2,731","2,643","104,333,667",***,"12,390","28,982","8,969","10,959","41,637","24,611","17,026","2,828","1,535","13,248","22,462"
25206,2010,"130,874","89,186","6,711","5,339","184,724,416",***,"10,704","35,839","14,672","23,295","64,737","39,250","25,487","3,174",913,"18,532","38,301"
25207,2010,"76,560","48,596","3,302","2,833","110,967,070",***,"7,422","24,229","9,828","13,453","38,571","22,584","15,987","1,932","1,031","12,037","22,742"
25208,2010,"63,655","41,828","3,085","3,394","97,680,059",***,"6,456","20,929","7,790","9,878","32,376","19,727","12,649","1,683",638,"9,840","19,028"
25209,2010,"92,704","58,002","2,107","2,422","114,145,537",***,"14,082","33,811","9,855","9,672","47,957","27,851","20,106","2,159","1,753","18,063","24,108"
25210,2010,"49,955","32,084","1,892","1,925","70,978,366",***,"5,006","16,789","5,777","7,638","25,952","15,265","10,687","1,162",914,"8,761","13,883"
25211,2010,"54,614","37,155","1,966","2,075","73,585,492",***,"7,297","20,538","5,432","5,654","29,575","17,917","11,658","1,716",338,"11,931","14,211"
25212,2010,"52,486","31,098","1,095","1,341","57,225,526",***,"13,545","17,745","5,134","4,924","26,570","15,383","11,187","1,389","1,608","7,800","15,466"
25213,2010,"115,479","72,126","3,166","3,096","139,063,962",***,"19,078","41,360","11,555","10,806","59,700","34,985","24,715","2,820","2,486","22,342","29,036"
25214,2010,"40,060","24,057",947,"1,053","50,163,235",***,"6,333","13,544","4,180","4,480","19,966","11,503","8,463",792,734,"6,591","10,956"
25383,2010,"22,870","14,217",628,744,"26,272,439",***,"4,456","7,589","1,997","1,919","12,360","7,373","4,987",515,590,"5,026","5,731"
25384,2010,"12,916","8,756",403,548,"17,783,081",***,"2,226","5,572","1,319","1,199","7,694","4,813","2,881",312,504,"3,558","3,285"
25425,2010,"20,118","12,577",860,705,"23,767,327",***,"2,940","7,419","1,935","2,068","10,530","6,165","4,365",537,290,"4,161","4,921"
25441,2010,"7,566","4,569",294,274,"6,964,976",***,"1,785","2,561",610,491,"3,551","2,118","1,433",325,104,"1,215","1,822"
25442,2010,"7,500","4,569",173,256,"7,575,175",***,"1,973","2,956",604,468,"3,678","2,112","1,566",304,61,"1,355","1,822"
25443,2010,"7,761","4,460",162,229,"8,984,474",***,"1,586","3,050",821,735,"3,772","2,154","1,618",283,163,"1,332","1,965"
26100,2010,"1,474,015","935,200","68,945","69,370","1,981,554,209",***,"134,014","376,389","145,718","241,086","727,184","404,730","322,454","46,329","5,229","131,687","471,275"
26201,2010,"79,652","47,112","2,654","2,631","90,713,811",***,"10,153","29,191","8,068","8,834","41,476","24,200","17,276","2,010","2,489","10,854","23,942"
26202,2010,"88,669","52,945","3,218","3,817","107,259,628",***,"11,951","30,636","7,834","8,070","44,284","27,044","17,240","2,174","1,605","9,023","27,906"
26203,2010,"35,836","19,396",874,"1,016","36,859,296",***,"7,298","13,893","3,575","3,571","17,743","10,091","7,652",993,"1,463","5,212","9,548"
26204,2010,"189,609","120,688","5,888","6,075","257,370,085",***,"17,493","55,391","20,541","29,434","90,221","52,939","37,282","5,537",496,"20,332","55,538"
26205,2010,"19,948","10,713",576,635,"20,361,964",***,"3,482","6,664","1,804","1,971","9,919","5,571","4,348",391,711,"1,864","6,259"
26206,2010,"92,399","59,738","2,359","2,743","110,222,205",***,"9,553","28,651","10,307","11,703","47,424","27,539","19,885","2,695","1,718","11,457","28,286"
26207,2010,"80,037","50,350","2,036","2,365","102,746,209",***,"8,497","26,237","8,863","11,622","39,130","22,846","16,284","2,463",575,"9,617","24,100"
26208,2010,"54,328","34,484","1,834","2,087","74,849,783",***,"5,813","18,105","6,844","9,809","27,235","15,989","11,246","1,923",273,"6,355","17,552"
26209,2010,"79,844","50,100","3,113","3,168","124,302,296",***,"6,381","24,987","10,517","18,644","38,739","23,142","15,597","2,722",355,"9,572","25,363"
26210,2010,"74,227","48,105","2,354","2,440","96,386,208",***,"7,994","24,206","8,809","13,363","36,426","21,876","14,550","3,019",599,"7,536","22,412"
26211,2010,"67,910","44,909","2,689","2,185","90,380,068",***,"5,033","17,381","7,496","12,221","30,435","18,148","12,287","1,609",614,"6,513","19,797"
26212,2010,"59,038","32,718",902,"1,233","52,682,550",***,"12,136","23,085","5,603","4,721","31,378","17,544","13,834","1,661","2,714","9,215","16,745"
26213,2010,"35,214","20,632","1,111","1,135","34,102,339",***,"5,908","12,109","3,585","3,798","17,092","9,902","7,190",905,"1,743","3,991","9,664"
26214,2010,"69,761","44,746","3,141","2,344","97,991,129",***,"4,919","20,631","8,883","14,241","33,245","19,726","13,519","2,108","1,149","5,908","21,877"
26303,2010,"15,121","9,274",572,608,"21,424,310",***,"1,222","5,138","2,059","3,104","7,403","4,268","3,135",492,58,"1,728","4,925"
26322,2010,"15,914","10,117",512,655,"19,776,836",***,"2,392","5,548","1,629","1,773","8,463","4,922","3,541",579,660,"2,423","4,373"
26343,2010,"8,447","5,212",220,287,"11,090,211",***,"1,481","2,647",804,827,"4,049","2,458","1,591",421,105,"1,092","1,991"
26344,2010,"9,711","6,163",244,308,"12,614,276",***,"1,820","3,468","1,007",989,"5,177","3,054","2,123",243,414,"1,589","2,821"
26364,2010,"1,626",893,44,67,"1,696,065",***,393,728,147,141,776,446,330,84,22,165,503
26365,2010,"4,482","2,629",106,106,"4,281,647",***,"1,029","1,939",383,372,"2,353","1,374",979,216,506,479,"1,081"
26366,2010,"35,630","23,197","1,478","1,246","55,420,477",***,"2,288","9,271","4,918","8,438","17,036","10,146","6,890",934,394,"3,341","11,722"
26367,2010,"3,078","1,742",79,88,"3,400,699",***,637,"1,450",294,298,"1,575",907,668,81,250,295,924
26407,2010,"15,732","8,464",310,457,"14,989,972",***,"3,418","6,101","1,464","1,264","8,073","4,634","3,439",452,"1,174","2,115","4,148"
26463,2010,"2,410","1,182",52,52,"1,865,234",***,889,915,155,126,"1,161",687,474,44,312,173,629
26465,2010,"23,454","13,103",491,624,"20,397,159",***,"4,959","8,390","1,868","1,723","12,147","6,624","5,523",689,426,"3,904","6,450"
27100,2010,"2,665,314","1,734,432","152,493","146,673","3,309,229,858",***,"290,210","718,958","245,360","338,774","1,257,298","709,418","547,880","113,909",995,"235,506","786,671"
27140,2010,"841,966","531,324","36,639","36,476","1,088,780,005",***,"91,203","240,069","87,595","112,615","390,588","228,072","162,516","28,540","1,728","81,757","247,212"
27202,2010,"199,234","124,918","5,073","5,193","229,282,142",***,"26,535","57,502","19,073","19,973","91,975","53,058","38,917","6,337","1,076","20,265","57,089"
27203,2010,"389,341","249,138","18,134","18,326","647,749,911",***,"29,113","96,684","45,705","79,444","184,524","106,690","77,834","11,795",404,"33,040","125,838"
27204,2010,"104,229","67,083","4,573","4,755","164,838,116",***,"5,923","25,790","12,411","21,211","48,497","28,754","19,743","3,290",503,"9,066","32,546"
27205,2010,"355,798","234,339","17,136","18,502","618,539,502",***,"22,708","92,502","42,808","77,790","169,536","99,193","70,343","10,489",317,"28,052","119,799"
27206,2010,"77,548","49,570","2,773","3,049","93,512,651",***,"8,821","21,662","7,858","9,079","36,078","21,008","15,070","2,564",90,"7,884","22,790"
27207,2010,"357,359","224,840","10,958","11,443","511,575,405",***,"30,877","102,434","42,973","64,114","164,686","95,902","68,784","11,351",835,"34,381","107,524"
27208,2010,"90,519","56,486","2,776","2,886","103,989,792",***,"16,550","31,939","9,321","9,562","43,044","25,218","17,826","3,447",584,"9,742","26,731"
27209,2010,"146,697","91,736","5,802","5,789","169,451,254",***,"19,762","41,470","12,622","14,377","67,620","39,096","28,524","5,505",110,"16,087","39,486"
27210,2010,"407,978","258,162","12,624","13,308","575,716,262",***,"36,245","123,483","48,834","67,880","186,484","109,241","77,243","13,804",871,"40,541","121,367"
27211,2010,"274,822","178,978","12,123","11,850","420,983,649",***,"20,896","78,519","34,377","56,920","131,821","77,531","54,290","8,809",808,"26,418","89,210"
27212,2010,"271,460","164,070","6,997","7,609","337,787,151",***,"32,451","82,195","26,715","32,087","124,913","73,620","51,293","9,790","1,004","33,485","72,718"
27213,2010,"100,801","64,209","3,504","3,771","116,794,300",***,"16,946","32,279","10,674","11,596","48,170","27,858","20,312","3,754","1,118","10,484","30,595"
27214,2010,"119,576","76,515","3,359","4,299","156,980,973",***,"11,824","37,941","13,653","17,586","54,443","31,468","22,975","4,304",699,"11,237","34,598"
27215,2010,"238,204","149,989","8,100","8,406","288,532,385",***,"31,136","75,814","23,773","28,784","114,531","66,758","47,773","9,711",278,"26,117","70,855"
27216,2010,"112,490","70,200","3,136","3,276","158,354,931",***,"9,335","34,157","13,900","19,129","49,352","28,917","20,435","3,324",466,"9,284","33,438"
27217,2010,"124,594","77,488","3,304","3,742","138,076,212",***,"20,279","49,715","12,268","12,947","59,364","35,603","23,761","6,840",258,"13,968","34,059"
27218,2010,"127,534","82,090","3,997","4,949","148,093,487",***,"19,143","44,165","11,843","13,567","61,241","36,418","24,823","5,663",108,"16,872","35,215"
27219,2010,"184,988","116,274","6,227","5,643","232,914,095",***,"21,017","55,884","20,146","23,908","83,822","49,695","34,127","6,336",712,"17,901","54,528"
27220,2010,"129,895","84,302","6,632","5,973","228,629,035",***,"6,844","31,452","16,209","29,079","60,119","35,106","25,013","3,597",441,"8,666","43,517"
27221,2010,"74,773","48,661","2,106","2,722","90,912,907",***,"8,594","24,680","7,723","9,851","36,009","21,171","14,838","2,679",316,"10,265","20,995"
27222,2010,"117,681","73,221","3,209","3,872","141,493,564",***,"11,744","35,057","12,860","14,980","54,120","31,511","22,609","3,907",582,"12,636","33,874"
27223,2010,"130,282","83,053","4,549","5,378","137,867,774",***,"20,225","39,513","9,775","10,000","60,983","35,908","25,075","6,098",134,"15,791","33,526"
27224,2010,"83,720","54,930","3,680","4,169","106,647,855",***,"11,006","30,661","8,661","9,854","41,889","25,300","16,589","3,420",119,"10,419","25,116"
27225,2010,"59,572","37,192","2,229","2,579","80,574,738",***,"6,983","19,959","6,763","9,040","27,453","16,404","11,049","2,220",86,"6,146","17,698"
27226,2010,"66,165","41,754","2,705","2,365","83,651,816",***,"7,526","24,735","7,426","8,982","30,873","18,066","12,807","2,898",108,"7,162","19,051"
27227,2010,"509,533","309,366","14,494","14,784","595,888,879",***,"60,563","145,537","45,098","54,011","236,256","137,926","98,330","17,850",665,"63,144","136,962"
27228,2010,"64,403","39,510","1,673","1,954","65,333,290",***,"12,524","22,314","6,489","6,564","28,605","17,012","11,593","2,877",702,"6,461","17,615"
27229,2010,"57,554","34,629","2,060","2,292","71,458,865",***,"7,112","17,751","5,694","7,147","25,545","15,254","10,291","2,141",106,"6,431","15,793"
27230,2010,"77,686","49,197","3,353","3,554","110,913,267",***,"7,924","26,063","9,760","13,288","35,832","21,309","14,523","2,833",260,"8,516","23,168"
27231,2010,"58,227","36,892","2,175","2,328","88,528,487",***,"4,535","17,724","7,597","9,994","26,483","15,371","11,112","1,880",224,"5,039","17,945"
27232,2010,"56,646","35,721","1,509","1,671","68,541,066",***,"8,050","21,508","6,298","7,088","25,734","15,246","10,488","2,473",368,"5,458","16,717"
27301,2010,"28,935","18,605","1,597","1,113","43,672,984",***,"2,072","8,862","3,977","6,628","14,029","8,218","5,811",872,78,"3,041","9,587"
27321,2010,"21,989","13,800",543,786,"36,300,487",***,"1,544","7,641","3,005","5,314","10,197","5,956","4,241",644,194,"1,673","7,222"
27322,2010,"11,650","7,271",375,472,"13,628,056",***,"1,990","4,792","1,218","1,185","5,872","3,401","2,471",407,507,"1,115","3,730"
27341,2010,"18,149","10,748",562,542,"18,909,975",***,"3,336","6,284","1,638","1,589","8,080","4,869","3,211",895,54,"2,052","4,868"
27361,2010,"45,069","29,172","1,388","1,330","59,623,297",***,"5,021","14,670","5,362","6,226","21,156","12,403","8,753","1,322",339,"4,657","14,157"
27362,2010,"8,085","4,977",430,410,"9,418,340",***,992,"2,316",874,994,"3,839","2,307","1,532",228,82,610,"2,659"
27366,2010,"17,504","10,150",393,553,"19,896,158",***,"2,998","6,455","1,872","2,074","7,606","4,339","3,267",629,182,"1,548","5,091"
27381,2010,"14,220","8,988",434,448,"17,829,751",***,"1,314","4,668","1,679","1,902","6,527","3,868","2,659",390,211,"1,617","3,952"
27382,2010,"17,040","10,567",500,541,"22,296,457",***,"1,879","6,120","1,931","2,322","7,663","4,652","3,011",574,326,"1,941","4,580"
27383,2010,"6,015","3,523",94,207,"7,326,410",***,844,"2,439",704,856,"2,761","1,677","1,084",170,180,682,"1,654"
28100,2010,"1,544,200","980,959","69,370","67,212","2,250,941,878",***,"131,914","430,942","157,734","276,492","715,817","408,074","307,743","50,335","4,743","124,162","488,217"
28201,2010,"536,270","338,884","12,207","12,309","681,830,202",***,"76,499","182,186","52,756","69,535","259,873","152,359","107,514","16,937","2,595","74,301","151,937"
28202,2010,"453,748","289,125","15,985","17,000","595,214,449",***,"53,279","127,004","44,302","59,701","220,850","127,812","93,038","16,606",545,"50,781","135,388"
28203,2010,"290,959","184,936","9,522","10,076","399,675,150",***,"30,265","84,358","28,438","43,133","133,972","79,066","54,906","8,435","1,347","32,204","83,170"
28204,2010,"482,640","313,110","21,252","20,913","839,507,716",***,"26,865","108,096","58,693","113,170","228,543","131,183","97,360","12,467",632,"38,783","161,758"
28205,2010,"47,254","27,608","1,257","1,544","50,735,869",***,"9,871","18,466","3,999","4,780","23,529","13,272","10,257","1,444","2,481","5,101","13,878"
28206,2010,"93,238","58,820","5,271","4,894","245,750,945",***,"3,394","20,677","12,059","30,597","42,878","24,662","18,216","2,409",89,"6,213","32,073"
28207,2010,"196,127","127,087","7,507","7,712","274,218,150",***,"17,958","57,061","22,922","30,763","95,332","57,084","38,248","6,122",612,"23,327","59,842"
28208,2010,"31,158","18,337",668,866,"37,527,416",***,"5,423","13,282","3,000","3,668","14,435","8,675","5,760","1,178",255,"4,454","8,325"
28209,2010,"85,592","49,523","1,641","1,933","88,986,925",***,"16,653","33,819","8,559","8,573","44,209","25,226","18,983","2,533","2,873","11,196","26,743"
28210,2010,"266,937","172,184","7,737","7,308","355,141,700",***,"35,337","94,028","27,787","36,177","127,089","75,993","51,096","8,117","1,027","38,146","75,226"
28212,2010,"50,523","30,603","1,030","1,114","61,738,803",***,"8,612","20,044","4,818","5,904","23,514","13,923","9,591","1,734",458,"7,427","13,591"
28213,2010,"42,802","25,061",935,"1,165","46,251,692",***,"6,970","13,984","3,284","3,809","21,708","12,318","9,390","1,209",390,"7,502","11,493"
28214,2010,"225,700","142,599","9,538","8,626","386,318,175",***,"14,166","63,337","30,152","54,742","102,824","60,577","42,247","7,510",824,"17,703","69,947"
28215,2010,"81,009","49,512","1,903","2,248","100,919,399",***,"11,857","31,799","8,150","10,456","40,656","23,294","17,362","2,680","1,191","10,948","23,893"
28216,2010,"93,901","60,280","2,553","3,169","124,621,781",***,"14,626","35,517","9,369","11,134","45,326","27,509","17,817","3,463",214,"15,308","25,277"
28217,2010,"156,423","94,176","5,335","5,579","234,961,630",***,"12,843","50,726","20,850","32,281","68,859","40,716","28,143","5,032",548,"13,370","47,517"
28218,2010,"49,680","30,893","1,303","1,358","56,133,703",***,"8,507","18,177","4,093","4,947","25,416","14,695","10,721","1,422",575,"8,883","13,050"
28219,2010,"114,216","78,588","4,283","3,872","177,907,165",***,"6,551","29,070","13,541","21,932","56,230","31,994","24,236","2,530","1,132","12,620","36,402"
28220,2010,"47,993","29,457",927,"1,301","54,948,880",***,"10,315","18,350","4,462","5,389","24,321","14,268","10,053","1,600",702,"8,693","11,379"
28221,2010,"43,263","25,493","1,082","1,127","49,150,595",***,"5,033","14,990","4,117","4,810","22,342","12,564","9,778",898,"2,590","5,610","12,122"
28222,2010,"26,501","14,419",491,594,"26,245,199",***,"7,081","9,569","2,754","2,459","12,563","7,340","5,223",850,965,"3,302","7,380"
28223,2010,"67,757","38,768","1,247","1,420","71,897,339",***,"12,586","29,260","6,419","6,213","34,556","19,645","14,911","1,890","2,401","11,969","18,134"
28224,2010,"49,834","28,791",859,"1,099","51,063,962",***,"12,208","20,244","4,316","3,944","28,242","15,719","12,523","1,328","6,802","6,468","13,444"
28225,2010,"32,814","18,524",727,932,"35,776,152",***,"6,695","13,445","3,181","3,332","16,102","9,346","6,756","1,123","1,015","4,548","9,317"
28226,2010,"46,459","26,020","1,000","1,182","44,641,220",***,"11,837","18,940","3,597","3,735","23,079","13,311","9,768","1,464","3,768","4,587","12,959"
28227,2010,"40,938","23,842",737,"1,056","44,550,816",***,"9,750","14,227","3,366","3,298","21,093","11,814","9,279",954,992,"7,741","10,660"
28228,2010,"40,181","25,515","1,541","1,660","47,808,384",***,"6,305","15,532","3,669","4,977","21,132","12,423","8,709","1,254",893,"6,914","11,386"
28229,2010,"80,518","49,966","1,831","1,998","94,970,461",***,"13,616","32,471","7,383","9,260","38,821","22,859","15,962","2,985","1,007","13,603","20,775"
